trip_id,vessel_id,vessel_type,dwt_tonnes,cargo_capacity_tonnes,engine_power_kw,sfoc_baseline_g_kwh,fuel_type,fuel_energy_density_relative,fuel_cost_per_tonne_usd,emission_factor_wtw_relative,distance_nm,speed_kn,cargo_load_tonnes,cargo_load_ratio,sea_state_douglas,wave_height_m,wind_speed_kn,weather_resistance_factor,voyage_duration_hr,physics_base_fuel_tonnes,engine_efficiency_degradation,auxiliary_power_kw,shore_power_available,fuel_consumed_tonnes,fuel_residual_tonnes,voyage_cost_usd,ghg_emissions_co2e_tonnes
TRIP-3810,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,Ammonia,0.46,1100.0,0.15,1712.6,12.97,38677.2,0.3792,5,1.77,39.0,1.1585,132.04,376.814,1.016,1455.7,1,524.554,147.74,601509.4,283.259
TRIP-3811,VESSEL-004,Feeder Container,22000,18500,9800,180.0,Methanol,0.5,950.0,0.35,997.2,11.56,8292.8,0.4483,2,0.99,17.1,1.0506,86.26,109.281,1.032,859.2,0,150.278,40.997,158564.1,187.847
TRIP-3812,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,LNG,1.15,780.0,0.78,2483.1,14.87,96423.3,0.9453,6,4.35,33.9,1.1759,166.99,330.13,1.016,1421.5,1,422.282,92.152,353879.96,1178.167
TRIP-3813,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,Hydrogen,2.98,2800.0,0.08,1385.5,13.89,56064.1,0.5496,3,1.43,17.9,1.0769,99.75,56.396,1.016,1453.4,0,75.088,18.692,239246.4,21.776
TRIP-3814,VESSEL-004,Feeder Container,22000,18500,9800,180.0,HFO,1.0,620.0,1.0,2760.7,14.38,10815.3,0.5846,2,1.1,16.9,1.0503,191.98,241.655,1.032,860.2,1,290.944,49.289,191685.28,1041.58
TRIP-3815,VESSEL-004,Feeder Container,22000,18500,9800,180.0,HFO,1.0,620.0,1.0,3245.4,14.79,11279.8,0.6097,3,2.33,16.6,1.0749,219.43,302.248,1.032,904.2,1,373.143,70.895,242648.66,1335.852
TRIP-3816,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,Methanol,0.5,950.0,0.35,1570.3,11.14,58074.9,0.5694,3,2.69,12.7,1.0691,140.96,246.253,1.016,1447.8,0,348.613,102.36,360182.35,435.766
TRIP-3817,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,Ammonia,0.46,1100.0,0.15,544.9,15.7,153054.4,0.9003,1,0.31,6.9,1.0104,34.71,261.768,1.048,1828.0,0,302.014,40.246,371715.4,163.088
TRIP-3818,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,Ammonia,0.46,1100.0,0.15,898.8,14.05,30534.1,0.4362,3,1.08,23.6,1.0854,63.97,189.882,1.04,1075.3,0,246.122,56.24,294484.2,132.906
TRIP-3819,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,HFO,1.0,620.0,1.0,1108.6,9.77,53703.5,0.7672,2,1.5,8.6,1.0379,113.47,56.599,1.04,1070.3,1,81.892,25.293,70023.04,293.173
TRIP-3820,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,Methanol,0.5,950.0,0.35,2429.9,15.75,69227.4,0.6787,3,1.49,16.5,1.0748,154.28,782.596,1.016,1433.2,0,944.847,162.251,926604.65,1181.059
TRIP-3821,VESSEL-004,Feeder Container,22000,18500,9800,180.0,Hydrogen,2.98,2800.0,0.08,1304.2,16.07,10759.8,0.5816,2,0.7,9.0,1.0385,81.16,47.812,1.032,850.7,0,55.701,7.889,171762.8,16.153
TRIP-3822,VESSEL-004,Feeder Container,22000,18500,9800,180.0,Hydrogen,2.98,2800.0,0.08,3543.6,13.8,10378.6,0.561,4,3.57,19.8,1.1047,256.78,95.342,1.032,922.8,1,119.576,24.234,346112.8,34.677
TRIP-3823,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,LNG,1.15,780.0,0.78,3189.2,16.27,98196.4,0.9627,2,1.19,14.8,1.0472,196.02,509.627,1.016,1452.9,0,572.554,62.927,475592.12,1597.426
TRIP-3824,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,Ammonia,0.46,1100.0,0.15,955.3,11.75,143776.8,0.8457,2,1.3,8.5,1.0377,81.3,253.722,1.048,1823.9,0,350.89,97.168,425479.0,189.481
TRIP-3825,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,HFO,1.0,620.0,1.0,2093.4,14.88,103705.8,0.61,2,1.02,13.1,1.0446,140.69,387.162,1.048,1824.6,1,474.805,87.643,329379.1,1699.802
TRIP-3826,VESSEL-001,Handysize Bulk,35000,32000,7200,175.0,LNG,1.15,780.0,0.78,1934.4,11.05,30349.5,0.9484,2,1.51,14.2,1.0463,175.06,68.478,1.064,664.7,0,97.695,29.217,93952.1,272.569
TRIP-3827,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,Ammonia,0.46,1100.0,0.15,2358.9,12.39,37645.5,0.3691,5,3.89,20.6,1.1309,190.39,472.39,1.016,1458.1,1,638.102,165.712,726412.2,344.575
TRIP-3828,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,Methanol,0.5,950.0,0.35,2300.5,11.02,31840.0,0.4549,1,0.77,7.8,1.0117,208.76,276.42,1.04,1094.7,0,377.983,101.563,382833.85,472.479
TRIP-3829,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,Ammonia,0.46,1100.0,0.15,2114.7,12.03,60316.4,0.3548,3,2.19,22.0,1.083,175.79,519.927,1.048,1733.9,0,710.568,190.641,821124.8,383.707
TRIP-3830,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,HFO,1.0,620.0,1.0,2778.2,13.95,163977.0,0.9646,1,0.69,11.6,1.0174,199.15,491.967,1.048,1765.9,1,612.172,120.205,414546.64,2191.576
TRIP-3831,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,Methanol,0.5,950.0,0.35,2659.5,10.54,59402.0,0.8486,4,2.77,17.8,1.1017,252.32,322.228,1.04,1080.1,0,452.448,130.22,453575.6,565.56
TRIP-3832,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,Hydrogen,2.98,2800.0,0.08,3330.5,15.23,58588.1,0.5744,3,0.91,17.3,1.0759,218.68,163.998,1.016,1399.0,0,199.657,35.659,588039.6,57.901
TRIP-3833,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,HFO,1.0,620.0,1.0,3636.5,15.65,113238.0,0.6661,2,0.81,17.8,1.0517,232.36,754.443,1.048,1779.6,0,908.506,154.063,602773.72,3252.451
TRIP-3834,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,Methanol,0.5,950.0,0.35,4152.6,15.58,38840.9,0.3808,4,1.97,18.6,1.1029,266.53,1213.449,1.016,1409.3,0,1535.981,322.532,1488181.95,1919.976
TRIP-3835,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,HFO,1.0,620.0,1.0,2260.1,15.24,168751.3,0.9927,2,1.15,15.1,1.0476,148.3,480.778,1.048,1780.7,0,591.603,110.825,406293.86,2117.939
TRIP-3836,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,Methanol,0.5,950.0,0.35,718.5,13.49,100791.2,0.9881,6,5.28,30.7,1.171,53.26,182.587,1.016,1459.1,0,249.362,66.775,265893.9,311.702
TRIP-3837,VESSEL-004,Feeder Container,22000,18500,9800,180.0,HFO,1.0,620.0,1.0,2247.5,13.81,17329.5,0.9367,3,2.05,17.3,1.0759,162.74,196.128,1.032,887.7,1,243.908,47.78,162522.96,873.191
TRIP-3838,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,Ammonia,0.46,1100.0,0.15,604.3,13.36,48162.4,0.688,3,2.31,19.8,1.0797,45.23,123.023,1.04,1078.2,1,158.703,35.68,193823.3,85.7
TRIP-3839,VESSEL-004,Feeder Container,22000,18500,9800,180.0,Hydrogen,2.98,2800.0,0.08,1786.8,15.44,10288.6,0.5561,2,1.1,9.8,1.0397,115.73,60.115,1.032,866.0,1,69.843,9.728,206860.4,20.254
TRIP-3840,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,Ammonia,0.46,1100.0,0.15,2189.7,10.14,67409.3,0.963,3,1.23,16.7,1.0751,215.95,274.111,1.04,1120.4,0,415.875,141.764,481212.5,224.573
TRIP-3841,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,Ammonia,0.46,1100.0,0.15,3599.0,13.66,24583.6,0.3512,1,0.45,11.7,1.0175,263.47,702.768,1.04,1058.1,1,872.338,169.57,978821.8,471.063
TRIP-3842,VESSEL-004,Feeder Container,22000,18500,9800,180.0,Hydrogen,2.98,2800.0,0.08,4021.0,12.17,14517.6,0.7847,1,0.5,7.8,1.0117,330.4,88.489,1.032,857.2,1,113.808,25.319,329962.4,33.004
TRIP-3843,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,Ammonia,0.46,1100.0,0.15,1864.8,10.71,122425.6,0.7202,2,1.62,8.6,1.0379,174.12,399.193,1.048,1776.7,0,602.164,202.971,701880.4,325.169
TRIP-3844,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,LNG,1.15,780.0,0.78,1447.7,16.76,72095.7,0.7068,5,4.46,34.8,1.1522,86.38,231.136,1.016,1403.4,0,284.457,53.321,250876.46,793.635
TRIP-3845,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,LNG,1.15,780.0,0.78,4079.4,11.41,84622.1,0.4978,3,1.2,18.8,1.0782,357.53,374.811,1.048,1748.5,0,507.913,133.102,435672.14,1417.077
TRIP-3846,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,HFO,1.0,620.0,1.0,3622.8,10.12,59849.4,0.855,5,3.13,34.1,1.1512,357.98,202.635,1.04,1126.2,1,329.972,127.337,223832.64,1181.3
TRIP-3847,VESSEL-001,Handysize Bulk,35000,32000,7200,175.0,LNG,1.15,780.0,0.78,4185.7,12.01,21167.3,0.6615,2,0.71,16.4,1.0496,348.52,163.654,1.064,647.4,1,215.981,52.327,181715.18,602.587
TRIP-3848,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,Ammonia,0.46,1100.0,0.15,548.2,12.75,47730.5,0.6819,2,1.2,16.3,1.0494,43.0,101.504,1.04,1132.3,0,131.666,30.162,168582.6,71.1
TRIP-3849,VESSEL-004,Feeder Container,22000,18500,9800,180.0,Methanol,0.5,950.0,0.35,3073.6,16.8,10982.0,0.5936,3,2.67,12.1,1.0682,182.95,735.956,1.032,875.4,0,888.63,152.674,859998.5,1110.787
TRIP-3850,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,Methanol,0.5,950.0,0.35,2018.5,13.94,47124.0,0.6732,1,0.31,11.7,1.0175,144.8,410.114,1.04,1114.3,1,491.207,81.093,485896.65,614.009
TRIP-3851,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,HFO,1.0,620.0,1.0,660.9,11.07,37901.5,0.5414,4,2.6,24.2,1.1113,59.7,40.967,1.04,1135.2,0,61.525,20.558,61895.5,220.26
TRIP-3852,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,LNG,1.15,780.0,0.78,2702.8,14.4,40649.7,0.5807,5,2.94,21.0,1.1315,187.69,248.975,1.04,1140.4,1,328.633,79.658,275583.74,916.886
TRIP-3853,VESSEL-001,Handysize Bulk,35000,32000,7200,175.0,HFO,1.0,620.0,1.0,2109.3,9.55,27369.9,0.8553,7,5.02,52.7,1.229,220.87,62.785,1.064,653.9,0,109.081,46.296,85380.22,390.51
TRIP-3854,VESSEL-004,Feeder Container,22000,18500,9800,180.0,Hydrogen,2.98,2800.0,0.08,832.4,16.21,11310.2,0.6114,1,0.43,9.9,1.0149,51.35,31.261,1.032,856.2,1,34.609,3.348,108205.2,10.037
TRIP-3855,VESSEL-004,Feeder Container,22000,18500,9800,180.0,Methanol,0.5,950.0,0.35,3014.1,13.7,18302.2,0.9893,3,1.28,24.1,1.0861,220.01,523.513,1.032,865.8,1,652.119,128.606,630813.05,815.149
TRIP-3856,VESSEL-004,Feeder Container,22000,18500,9800,180.0,Hydrogen,2.98,2800.0,0.08,3828.1,12.86,8654.0,0.4678,1,0.46,7.5,1.0112,297.67,87.515,1.032,893.5,0,106.109,18.594,312905.2,30.772
TRIP-3857,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,LNG,1.15,780.0,0.78,2008.9,11.39,73774.4,0.7233,4,2.2,23.5,1.1102,176.37,148.716,1.016,1429.2,1,206.914,58.198,185892.92,577.29
TRIP-3858,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,HFO,1.0,620.0,1.0,3144.1,14.76,130215.7,0.766,1,0.32,11.8,1.0177,213.01,594.622,1.048,1772.7,0,723.258,128.636,487919.96,2589.264
TRIP-3859,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,Ammonia,0.46,1100.0,0.15,2014.1,15.64,136280.4,0.8016,5,3.27,34.9,1.1523,128.78,937.839,1.048,1773.2,1,1207.122,269.283,1362834.2,651.846
TRIP-3860,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,Hydrogen,2.98,2800.0,0.08,1415.3,15.35,48353.9,0.4741,5,2.91,22.5,1.1338,92.2,69.012,1.016,1460.5,1,88.052,19.04,271045.6,25.535
TRIP-3861,VESSEL-004,Feeder Container,22000,18500,9800,180.0,Hydrogen,2.98,2800.0,0.08,1840.7,13.74,13561.7,0.7331,5,2.31,23.5,1.1353,133.97,51.049,1.032,856.1,1,67.152,16.103,199325.6,19.474
TRIP-3862,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,LNG,1.15,780.0,0.78,1632.2,11.05,62601.0,0.8943,3,0.96,16.0,1.074,147.71,95.524,1.04,1063.1,0,130.538,35.014,125569.64,364.201
TRIP-3863,VESSEL-004,Feeder Container,22000,18500,9800,180.0,Hydrogen,2.98,2800.0,0.08,2392.5,12.94,8476.5,0.4582,4,2.96,20.3,1.1055,184.89,55.253,1.032,860.3,1,74.198,18.945,219054.4,21.517
TRIP-3864,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,Hydrogen,2.98,2800.0,0.08,3649.1,10.61,88870.6,0.8713,2,1.75,11.3,1.0419,343.93,93.696,1.016,1459.0,0,137.534,43.838,414095.2,39.885
TRIP-3865,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,Methanol,0.5,950.0,0.35,3792.9,14.28,39278.3,0.3851,2,1.4,16.8,1.0502,265.61,932.165,1.016,1424.0,0,1132.144,199.979,1104536.8,1415.18
TRIP-3866,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,HFO,1.0,620.0,1.0,4149.5,11.06,28468.1,0.4067,4,1.21,19.8,1.1047,375.18,247.96,1.04,1117.0,0,356.649,108.689,244872.38,1276.803
TRIP-3867,VESSEL-001,Handysize Bulk,35000,32000,7200,175.0,Methanol,0.5,950.0,0.35,2709.0,11.78,24795.9,0.7749,3,1.31,17.2,1.0758,229.97,240.814,1.064,631.1,1,323.269,82.455,320355.55,404.086
TRIP-3868,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,LNG,1.15,780.0,0.78,2771.7,12.12,32723.9,0.4675,4,3.04,32.1,1.1231,228.69,175.723,1.04,1147.2,1,264.259,88.536,225372.02,737.283
TRIP-3869,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,Hydrogen,2.98,2800.0,0.08,4177.4,11.53,65372.5,0.6409,3,1.26,25.2,1.0878,362.31,119.862,1.016,1408.6,1,170.068,50.206,500690.4,49.32
TRIP-3870,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,Methanol,0.5,950.0,0.35,1994.2,14.52,54878.2,0.784,4,3.21,22.0,1.108,137.34,451.563,1.04,1079.7,0,587.875,136.312,582231.25,734.844
TRIP-3871,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,Ammonia,0.46,1100.0,0.15,991.5,14.67,74843.1,0.4403,2,1.29,11.1,1.0416,67.59,370.868,1.048,1766.8,1,458.283,87.415,539111.3,247.473
TRIP-3872,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,LNG,1.15,780.0,0.78,606.3,15.22,27428.8,0.3918,2,1.71,14.7,1.047,39.84,59.435,1.04,1092.6,1,74.114,14.679,77058.92,206.778
TRIP-3873,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,Methanol,0.5,950.0,0.35,3311.4,15.07,57701.3,0.8243,2,1.16,17.7,1.0515,219.73,815.5,1.04,1128.6,0,977.669,162.169,952535.55,1222.086
TRIP-3874,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,Ammonia,0.46,1100.0,0.15,3998.7,11.98,69054.1,0.9865,3,2.33,20.9,1.0814,333.78,702.468,1.04,1074.3,1,946.404,243.936,1060294.4,511.058
TRIP-3875,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,LNG,1.15,780.0,0.78,1895.0,10.14,27096.2,0.3871,3,2.11,20.9,1.0814,186.88,82.34,1.04,1146.9,1,128.907,46.567,119797.46,359.651
TRIP-3876,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,LNG,1.15,780.0,0.78,2782.6,14.34,62422.6,0.8918,5,2.71,21.1,1.1317,194.04,274.092,1.04,1116.3,1,369.69,95.598,307608.2,1031.435
TRIP-3877,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,HFO,1.0,620.0,1.0,3914.2,10.29,111027.8,0.6531,7,2.9,50.6,1.2259,380.39,349.937,1.048,1744.6,1,571.829,221.892,389533.98,2047.148
TRIP-3878,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,LNG,1.15,780.0,0.78,1370.4,12.79,54328.5,0.5326,4,3.35,28.8,1.1182,107.15,122.035,1.016,1453.5,1,168.177,46.142,155678.06,469.214
TRIP-3879,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,Ammonia,0.46,1100.0,0.15,3428.9,15.3,49638.2,0.4866,2,1.79,12.1,1.0431,224.11,1079.609,1.016,1399.3,0,1300.455,220.846,1459500.5,702.246
TRIP-3880,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,Hydrogen,2.98,2800.0,0.08,1410.3,12.07,38754.2,0.3799,3,1.57,15.8,1.0737,116.84,41.49,1.016,1374.1,0,54.092,12.602,180457.6,15.687
TRIP-3881,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,Methanol,0.5,950.0,0.35,1627.7,12.13,37730.3,0.539,3,1.44,20.8,1.0812,134.19,242.145,1.04,1148.9,0,330.634,88.489,337852.3,413.293
TRIP-3882,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,Hydrogen,2.98,2800.0,0.08,2766.2,13.58,82821.1,0.812,2,1.59,9.2,1.0388,203.7,114.748,1.016,1384.3,0,135.043,20.295,407120.4,39.162
TRIP-3883,VESSEL-001,Handysize Bulk,35000,32000,7200,175.0,Methanol,0.5,950.0,0.35,724.2,11.02,25689.4,0.8028,2,1.43,10.0,1.04,65.72,56.711,1.064,647.3,1,78.882,22.171,88187.9,98.603
TRIP-3884,VESSEL-001,Handysize Bulk,35000,32000,7200,175.0,Methanol,0.5,950.0,0.35,3821.7,13.76,20486.0,0.6402,1,0.41,10.8,1.0162,277.74,448.79,1.064,707.9,0,551.95,103.16,542102.5,689.938
TRIP-3885,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,LNG,1.15,780.0,0.78,596.6,12.68,36384.0,0.3567,1,0.66,6.2,1.0093,47.05,49.888,1.016,1384.4,0,63.3,13.412,78374.0,176.607
TRIP-3886,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,Methanol,0.5,950.0,0.35,2427.8,14.02,69410.1,0.6805,3,2.61,12.8,1.0692,173.17,619.859,1.016,1446.0,0,777.024,157.165,767172.8,971.28
TRIP-3887,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,LNG,1.15,780.0,0.78,3475.6,10.04,44776.0,0.6397,1,0.47,7.0,1.0105,346.18,157.952,1.04,1060.4,1,232.465,74.513,200572.7,648.577
TRIP-3888,VESSEL-001,Handysize Bulk,35000,32000,7200,175.0,Methanol,0.5,950.0,0.35,2924.1,11.79,16661.1,0.5207,3,2.65,25.6,1.0884,248.02,244.76,1.064,716.5,0,358.723,113.963,358536.85,448.404
TRIP-3889,VESSEL-001,Handysize Bulk,35000,32000,7200,175.0,HFO,1.0,620.0,1.0,3106.1,13.69,26366.0,0.8239,2,1.6,14.4,1.0466,226.89,188.612,1.064,670.7,1,237.966,49.354,160788.92,851.918
TRIP-3890,VESSEL-004,Feeder Container,22000,18500,9800,180.0,Hydrogen,2.98,2800.0,0.08,2206.1,15.15,6962.6,0.3764,3,1.79,23.9,1.0858,145.62,68.486,1.032,865.1,1,87.123,18.637,255244.4,25.266
TRIP-3891,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,LNG,1.15,780.0,0.78,1240.6,14.17,69082.9,0.4064,4,1.23,32.5,1.1238,87.55,171.623,1.048,1749.1,1,228.296,56.673,213070.88,636.946
TRIP-3892,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,Hydrogen,2.98,2800.0,0.08,2756.6,11.8,57489.8,0.5636,5,2.21,33.5,1.1502,233.61,81.263,1.016,1422.4,0,119.442,38.179,363437.6,34.638
TRIP-3893,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,HFO,1.0,620.0,1.0,886.3,14.25,125607.1,0.7389,5,1.62,24.7,1.1371,62.2,155.221,1.048,1791.6,1,205.377,50.156,162333.74,735.25
TRIP-3894,VESSEL-001,Handysize Bulk,35000,32000,7200,175.0,LNG,1.15,780.0,0.78,3684.4,11.26,25728.0,0.804,6,2.64,37.9,1.1819,327.21,130.997,1.064,652.7,1,200.034,69.037,169276.52,558.095
TRIP-3895,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,Methanol,0.5,950.0,0.35,3784.4,11.43,53863.1,0.7695,3,2.2,23.2,1.0848,331.09,529.171,1.04,1137.2,1,756.887,227.716,738292.65,946.109
TRIP-3896,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,LNG,1.15,780.0,0.78,3492.8,11.79,100615.4,0.5919,6,4.93,31.5,1.1723,296.25,351.015,1.048,1775.4,1,520.725,169.71,441165.5,1452.823
TRIP-3897,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,LNG,1.15,780.0,0.78,3462.1,16.84,64402.4,0.6314,5,1.63,25.3,1.138,205.59,547.822,1.016,1458.3,0,658.594,110.772,542703.32,1837.477
TRIP-3898,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,Ammonia,0.46,1100.0,0.15,1138.6,11.46,59871.6,0.3522,5,1.73,28.3,1.1425,99.35,253.844,1.048,1775.6,1,371.582,117.738,443740.2,200.654
TRIP-3899,VESSEL-004,Feeder Container,22000,18500,9800,180.0,HFO,1.0,620.0,1.0,3840.5,13.17,6646.7,0.3593,4,1.83,31.1,1.1217,291.61,267.377,1.032,842.7,1,366.041,98.664,238245.42,1310.427
TRIP-3900,VESSEL-001,Handysize Bulk,35000,32000,7200,175.0,LNG,1.15,780.0,0.78,2098.3,11.59,17460.8,0.5456,4,1.56,16.3,1.0995,181.04,74.255,1.064,665.7,0,101.943,27.688,97265.54,284.421
TRIP-3901,VESSEL-004,Feeder Container,22000,18500,9800,180.0,Methanol,0.5,950.0,0.35,1236.8,14.99,15377.9,0.8312,3,1.74,23.8,1.0857,82.51,248.629,1.032,911.7,1,302.177,53.548,298368.15,377.721
TRIP-3902,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,Ammonia,0.46,1100.0,0.15,4175.4,12.48,147471.7,0.8675,4,2.95,31.5,1.1222,334.57,1257.558,1.048,1763.8,0,1696.859,439.301,1906044.9,916.304
TRIP-3903,VESSEL-004,Feeder Container,22000,18500,9800,180.0,HFO,1.0,620.0,1.0,2387.2,11.29,12424.4,0.6716,2,1.27,10.4,1.0406,211.44,131.38,1.032,878.3,1,183.821,52.441,125269.02,658.079
TRIP-3904,VESSEL-001,Handysize Bulk,35000,32000,7200,175.0,HFO,1.0,620.0,1.0,3875.8,14.17,13543.2,0.4232,3,2.48,25.2,1.0878,273.52,228.575,1.064,711.9,0,299.743,71.168,203590.66,1073.08
TRIP-3905,VESSEL-004,Feeder Container,22000,18500,9800,180.0,HFO,1.0,620.0,1.0,2133.6,13.57,9489.8,0.513,4,3.23,32.3,1.1235,157.23,163.578,1.032,863.1,0,223.318,59.74,154257.16,799.478
TRIP-3906,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,Methanol,0.5,950.0,0.35,4046.0,11.55,69358.9,0.9908,4,2.33,20.5,1.1058,350.3,608.417,1.04,1141.6,0,877.764,269.347,857625.8,1097.205
TRIP-3907,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,Ammonia,0.46,1100.0,0.15,654.5,10.97,68692.2,0.9813,2,1.52,9.7,1.0395,59.66,96.291,1.04,1147.9,1,135.012,38.721,167763.2,72.906
TRIP-3908,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,Methanol,0.5,950.0,0.35,1305.2,13.59,62271.6,0.6105,2,1.55,9.4,1.0391,96.04,307.752,1.016,1409.4,0,375.42,67.668,385649.0,469.275
TRIP-3909,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,LNG,1.15,780.0,0.78,1267.7,11.17,62639.4,0.8948,4,3.24,19.3,1.1039,113.49,75.821,1.04,1130.9,1,110.634,34.813,105544.52,308.669
TRIP-3910,VESSEL-001,Handysize Bulk,35000,32000,7200,175.0,LNG,1.15,780.0,0.78,577.6,14.02,27632.9,0.8635,5,4.35,27.1,1.1407,41.2,32.283,1.064,627.0,1,43.977,11.694,47552.06,122.696
TRIP-3911,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,Methanol,0.5,950.0,0.35,737.4,14.1,49618.7,0.4865,5,4.11,39.5,1.1593,52.3,181.408,1.016,1417.4,0,248.572,67.164,265143.4,310.715
TRIP-3912,VESSEL-001,Handysize Bulk,35000,32000,7200,175.0,LNG,1.15,780.0,0.78,529.0,9.98,13677.6,0.4274,2,1.58,16.5,1.0497,53.01,13.473,1.064,713.2,1,21.053,7.58,29671.34,58.738
TRIP-3913,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,Ammonia,0.46,1100.0,0.15,633.4,12.7,36093.0,0.3539,3,1.55,19.8,1.0797,49.87,132.722,1.016,1376.6,0,171.741,39.019,217915.1,92.74
TRIP-3914,VESSEL-004,Feeder Container,22000,18500,9800,180.0,HFO,1.0,620.0,1.0,501.9,12.57,10226.5,0.5528,2,0.69,18.1,1.0521,39.93,33.326,1.032,841.4,1,42.884,9.558,37888.08,153.525
TRIP-3915,VESSEL-001,Handysize Bulk,35000,32000,7200,175.0,HFO,1.0,620.0,1.0,937.5,14.36,11701.3,0.3657,2,1.21,10.4,1.0406,65.29,55.945,1.064,699.6,1,70.219,14.274,56785.78,251.384
TRIP-3916,VESSEL-001,Handysize Bulk,35000,32000,7200,175.0,Methanol,0.5,950.0,0.35,2564.6,9.15,24163.5,0.7551,3,1.25,15.3,1.073,280.28,136.899,1.064,721.9,0,234.545,97.646,240567.75,293.181
TRIP-3917,VESSEL-001,Handysize Bulk,35000,32000,7200,175.0,Methanol,0.5,950.0,0.35,3952.6,9.21,15184.6,0.4745,2,1.32,11.8,1.0427,429.16,199.55,1.064,689.3,0,332.912,133.362,334016.4,416.14
TRIP-3918,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,Ammonia,0.46,1100.0,0.15,559.6,12.59,67356.2,0.9622,4,1.37,17.3,1.1009,44.45,107.977,1.04,1115.4,1,147.375,39.398,181362.5,79.583
